"id","shape_leng","shape_area","adm3_es","adm3_pcode","adm2_es","adm2_pcode","adm1_es","adm1_pcode","point_x","point_y"
132,"0.802319403358","0.0127999611076","Natá","PA030405","Natá","PA0304","Coclé","PA03","-80.467803955","8.27480959949"
133,"0.546064818357","0.0070420909593","Toza","PA030406","Natá","PA0304","Coclé","PA03","-80.620552063","8.35002664479"
134,"0.344445466549","0.00649374000714","El Copé","PA030501","Olá","PA0305","Coclé","PA03","-80.6895049515","8.47414423147"
135,"0.544841484858","0.00892974197247","El Palmar","PA030502","Olá","PA0305","Coclé","PA03","-80.7021934251","8.5767752105"
136,"0.282655204515","0.00265775502711","El Picacho","PA030503","Olá","PA0305","Coclé","PA03","-80.618988357","8.3889567553"
137,"0.37055411466","0.00605560458963","La Pava","PA030504","Olá","PA0305","Coclé","PA03","-80.6006791388","8.47495795628"
138,"0.580526554703","0.00657208426537","Olá","PA030505","Olá","PA0305","Coclé","PA03","-80.6442192507","8.47139808314"
139,"0.383782670374","0.00538141496705","Cañaveral","PA030601","Penonomé","PA0306","Coclé","PA03","-80.4165726618","8.51498183925"
140,"0.608336148078","0.0171040600661","Chiguirí Arriba","PA030602","Penonomé","PA0306","Coclé","PA03","-80.1752911351","8.69637772773"
141,"0.531619741384","0.0102119459009","Coclé","PA030603","Penonomé","PA0306","Coclé","PA03","-80.4226518337","8.40444186681"
142,"0.649701176281","0.0129019691883","El Coco","PA030604","Penonomé","PA0306","Coclé","PA03","-80.3478869568","8.40476872683"
143,"0.650828299468","0.012005675285","Pajonal","PA030605","Penonomé","PA0306","Coclé","PA03","-80.2547661306","8.58206246883"
144,"0.401272953609","0.00445675908877","Penonomé","PA030606","Penonomé","PA0306","Coclé","PA03","-80.3430061337","8.5254351078"
145,"0.431177861598","0.00826715848663","Río Grande","PA030607","Penonomé","PA0306","Coclé","PA03","-80.4820176271","8.45062942154"
146,"0.951794606491","0.0260608927943","Río Indio","PA030608","Penonomé","PA0306","Coclé","PA03","-80.2287081802","8.90215763039"
147,"0.976992373795","0.034221575028","Toabré","PA030609","Penonomé","PA0306","Coclé","PA03","-80.3012317986","8.7378165651"
148,"0.963613282774","0.0177036970103","Tulu","PA030610","Penonomé","PA0306","Coclé","PA03","-80.3900096177","8.72803895007"
149,"0.394515667661","0.00474540905606","Achiote","PA040101","Chagres","PA0401","Colón","PA04","-80.057804108","9.19120184696"
150,"0.359469305454","0.0041745158562","El Guabo","PA040102","Chagres","PA0401","Colón","PA04","-80.0857391355","9.09902876779"
151,"0.653404792412","0.0111237686114","La Encantada","PA040103","Chagres","PA0401","Colón","PA04","-80.1603417776","9.04707010984"
152,"0.0930780338161","0.000316148011151","Nuevo Chagres","PA040104","Chagres","PA0401","Colón","PA04","-80.0812523796","9.23403399883"
153,"0.416335710761","0.00424196075525","Palmas Bellas","PA040105","Chagres","PA0401","Colón","PA04","-80.09238669","9.17609809971"
154,"0.232222532113","0.00215756481435","Piña","PA040106","Chagres","PA0401","Colón","PA04","-80.043888092","9.2600257692"
155,"0.488261176113","0.00907585167421","Salud","PA040107","Chagres","PA0401","Colón","PA04","-80.1487843776","9.14215162618"
156,"0.0733823247503","0.000188695952225","Barrio Norte","PA040201","Colón","PA0402","Colón","PA04","-79.8996447555","9.35939033088"
157,"0.105234087247","0.000228806178822","Barrio Sur","PA040202","Colón","PA0402","Colón","PA04","-79.897466034","9.34581743652"
158,"0.516377660155","0.0098171463188","Buena Vista","PA040203","Colón","PA0402","Colón","PA04","-79.6886425221","9.28343009597"
159,"0.512745361771","0.00227007039531","Cativá","PA040204","Colón","PA0402","Colón","PA04","-79.8403254151","9.35810525233"
160,"1.06710443377","0.00646889259608","Ciricito","PA040205","Colón","PA0402","Colón","PA04","-80.0504455565","9.00324083716"
161,"4.47972302106","0.0329464103041","Cristóbal","PA040206","Colón","PA0402","Colón","PA04","-79.9510894022","9.27991586793"
162,"2.5494277733","0.00881482551926","Escobal","PA040207","Colón","PA0402","Colón","PA04","-79.99861145","9.01292811827"
163,"0.596759476433","0.0071878558707","Limón","PA040208","Colón","PA0402","Colón","PA04","-79.7600740959","9.26039429534"
164,"0.33449362551","0.00136148408278","Nueva Providencia","PA040209","Colón","PA0402","Colón","PA04","-79.8083604424","9.29361177576"
