"id","geom","shape_leng","shape_area","adm3_es","adm3_pcode","adm3_ref","adm3alt1es","adm3alt2es","adm2_es","adm2_pcode","adm1_es","adm1_pcode","adm0_es","adm0_pcode","date","validon","validto","point_x","point_y"
69,"0101000020E6100000E08108CFA19F54C0C034BBCB566C2140","0.329289034542","0.00470647442577","Potrerillos","PA020705",NULL,NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.4942510207","8.71159969959"
70,"0101000020E610000050CF025F60A154C0E081889C325C2140","0.460365088142","0.00404839228201","Rovira","PA020706",NULL,NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.5215070274","8.68007363478"
71,"0101000020E610000098A804153E9E54C0C0F2C629CB212140","0.303928783008","0.00272271902753","Tinajas","PA020707",NULL,NULL,NULL,"Dolega","PA0207","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.4725391908","8.56600313715"
72,"0101000020E6100000B0CD615C628F54C00060B56A2E262140","0.700958381514","0.0180413913427","Gualaca","PA020801",NULL,NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.2403784709","8.57457288231"
73,"0101000020E610000084B83265B48C54C04036BADBB6692140","0.459767926325","0.0121391022308","Hornito","PA020802",NULL,NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.1985104556","8.70647322319"
74,"0101000020E61000002075F58CFC8B54C0002377340D0E2140","0.402651745921","0.00638392271004","Los Angeles","PA020803","Los Angeles",NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.1872894666","8.52744449572"
75,"0101000020E610000034030020F79154C0A0237518D84E2140","0.376526426399","0.0055363041816","Paja de Sombrero","PA020804","Paja de Sombrero",NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.280708313","8.65399242811"
76,"0101000020E6100000649909B0728F54C0203F4F058BE92040","0.362408530843","0.00544777312419","Rincón","PA020805","Rincon",NULL,NULL,"Gualaca","PA0208","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.2413749784","8.45613876908"
77,"0101000020E610000038AE664FC16F54C0603E24042C7C2040","0.236726489894","0.00205028932504","El Nancito","PA020901","El Nancito",NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.7461737159","8.24252331679"
78,"0101000020E6100000800088DCE67454C020133E10078A2040","0.249118406239","0.00228442186767","El Porvenir","PA020902","El Porvenir",NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.8265906647","8.26958513983"
79,"0101000020E6100000A80200F0CD7154C0E09BE33F5D4E2040","0.52732975108","0.00349795183966","El Puerto","PA020903","El Puerto",NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.7781944275","8.15305518773"
80,"0101000020E610000040EAFFE74B7354C080118B356C5E2040","0.385984065321","0.00216533778819","Remedios","PA020904",NULL,NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.8015079497","8.18441932032"
81,"0101000020E6100000280001666F7254C0C0E1521E817E2040","0.246768787103","0.00185734252429","Santa Lucía","PA020905","Santa Lucia",NULL,NULL,"Remedios","PA0209","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.788049222","8.24707884561"
82,"0101000020E610000080709BA818B454C060B782903A392140","0.305482362363","0.00345979854994","Breñón","PA021001","Brenon",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.8140050428","8.61177493663"
83,"0101000020E610000000DD6A7D5DB754C060DDF2F514722140","0.420022939989","0.00627778130926","Cañas Gordas","PA021002","Canas Gordas",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.8650811714","8.72281616773"
84,"0101000020E6100000081C17BD54B254C06007297930AA2140","0.545592513824","0.0118530812061","Monte Lirio","PA021003","Monte Lirio",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.7864220358","8.83240107179"
85,"0101000020E61000001CC7F23CA4B154C0C02351BB8B822140","0.452153774261","0.00740095699216","Plaza Caisán","PA021004","Plaza Caisan",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.7756492968","8.75497231832"
86,"0101000020E61000005403373EC3B654C0A09722450B9D2140","0.445483965011","0.00278150553455","Río Sereno","PA021005","Rio Sereno",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.8556666887","8.80672660873"
87,"0101000020E6100000649F6D8B98B054C060DAF0190E5A2140","0.561475341597","0.0124173995207","Santa Cruz","PA021006","Santa Cruz",NULL,NULL,"Renacimiento","PA0210","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.759310586","8.67588883462"
88,"0101000020E6100000C8DDF606107D54C06082846DE6992040","0.292993866754","0.00303475050715","Juay","PA021101",NULL,NULL,NULL,"San Félix","PA0211","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.9541032229","8.30058614962"
89,"0101000020E6100000E0B0CAA67E7654C0C0F3E1CBF2662040","0.314443483656","0.00488088323237","La Lajas","PA021102","La Lajas",NULL,NULL,"San Félix","PA0211","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.8514801959","8.20107113965"
90,"0101000020E610000044660038467754C080D7FB8566852040","0.314001792909","0.0015699312312","Lajas Adentro","PA021103","Lajas Adentro",NULL,NULL,"San Félix","PA0211","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.8636608127","8.26054781627"
91,"0101000020E6100000B0B2FFFF347854C020CB0916209B2040","0.34351147894","0.00420317996219","San Félix","PA021104","San Felix",NULL,NULL,"San Félix","PA0211","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.878234863","8.30297917242"
92,"0101000020E6100000D0DC5DB9C57A54C0609E9AEF5D792040","0.370417226726","0.00607714085418","Santa Cruz","PA021105","Santa Cruz",NULL,NULL,"San Félix","PA0211","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-81.9183181206","8.23704479945"
93,"0101000020E610000094D918CDFE8A54C020AAF0C8F0792040","3.13214161438","0.0108599785352","Boca Chica","PA021201","Boca Chica",NULL,NULL,"San Lorenzo","PA0212","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.1718018286","8.23816516817"
94,"0101000020E6100000F09EB10D348854C040E2E2E459CC2040","0.777098045986","0.0189076535164","Boca del Monte","PA021202","Boca del Monte",NULL,NULL,"San Lorenzo","PA0212","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.128177093","8.39912333746"
95,"0101000020E6100000DC402981538A54C080E1444D48992040","0.95672118006","0.00644122421605","Horconcitos","PA021203",NULL,NULL,NULL,"San Lorenzo","PA0212","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.1613467124","8.2993797442"
96,"0101000020E61000000C8A48080F8054C00090B8CE008C2040","0.555652238303","0.00967317128368","San Juan","PA021204","San Juan",NULL,NULL,"San Lorenzo","PA0212","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.0009175022","8.27344366076"
97,"0101000020E6100000001600B0B88454C0A03EEB8619922040","0.85343196645","0.0119460973275","San Lorenzo","PA021205","San Lorenzo",NULL,NULL,"San Lorenzo","PA0212","Chiriquí","PA02","Panamá","PA","2020-06-15","2021-10-20",NULL,"-82.0737724305","8.28535100576"
